zip_or_postal_code,ZCTA,CITY,STATE,COUNTY,LAT,LNG,POP,AVG_HOUSEHOLD_SIZE,POP_DENSITY,AREA_TYPE,MEDIAN_INCOME,age_group,population_growth_rate,ESTAB,EMP,RESTAURANT_COUNT,cluster_id,market_segment,restaurant category,price positioning,restaurant_source_file
38115,38115,Memphis,TN,Shelby,35.05499,-89.86362,36574.0,2.25,1731.5,SUBURBAN,39176,young,-11.693266050172635,1590.0,31577.0,65.0,8,Social Dining Market,Health-oriented restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38127,38127,Memphis,TN,Shelby,35.23795,-90.01753,40565.0,2.89,404.3,RURAL,34781,millennial,-9.74122777740694,1590.0,31577.0,29.0,3,Family Value Market,Health-oriented restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38122,38122,Memphis,TN,Shelby,35.1571,-89.92247,24014.0,2.67,1473.8,SUBURBAN,45065,millennial,-5.901253918495298,1590.0,31577.0,56.0,0,Social Dining Market,Health-oriented restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38134,38134,Memphis,TN,Shelby,35.17674,-89.85992,42789.0,2.67,913.5,RURAL,57630,millennial,-2.9683885890516577,1590.0,31577.0,90.0,0,Social Dining Market,Health-oriented restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38060,38060,Oakland,TN,Fayette,35.21214,-89.50468,11713.0,2.56,108.0,RURAL,80478,adult,21.37823834196891,33.0,417.0,22.0,1,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38002,38002,Arlington,TN,Shelby,35.28854,-89.70926,42797.0,2.86,145.7,RURAL,109364,adult,5.297214841058951,1590.0,31577.0,59.0,9,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38637,38637,Horn Lake,MS,DeSoto,34.95105,-90.05004,26652.0,2.66,649.4,RURAL,57111,millennial,-1.2852327863994963,351.0,8323.0,44.0,0,Social Dining Market,Health-oriented restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38122,38122,Memphis,TN,Shelby,35.1571,-89.92247,24014.0,2.67,1473.8,SUBURBAN,45065,millennial,-5.901253918495298,1590.0,31577.0,56.0,0,Social Dining Market,Mexican cuisine restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38654,38654,Olive Branch,MS,DeSoto,34.93635,-89.82409,56449.0,2.73,243.5,RURAL,96145,millennial,10.70602078838988,351.0,8323.0,98.0,9,Premium Dining Market,Mexican cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38112,38112,Memphis,TN,Shelby,35.14791,-89.97661,16334.0,2.25,1350.5,SUBURBAN,49560,millennial,-3.1427893738140416,1590.0,31577.0,28.0,0,Social Dining Market,Health-oriented restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38671,38671,Southaven,MS,DeSoto,34.96376,-89.99567,37288.0,2.61,648.3,RURAL,58854,millennial,1.8102389078498295,351.0,8323.0,83.0,0,Social Dining Market,Health-oriented restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38127,38127,Memphis,TN,Shelby,35.23795,-90.01753,40565.0,2.89,404.3,RURAL,34781,millennial,-9.74122777740694,1590.0,31577.0,29.0,3,Family Value Market,Fast-service restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Wings-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38016,38016,Cordova,TN,Shelby,35.17956,-89.76046,46394.0,2.49,940.8,RURAL,72749,millennial,0.23549746138057684,1590.0,31577.0,83.0,4,Premium Dining Market,Seafood-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38654,38654,Olive Branch,MS,DeSoto,34.93635,-89.82409,56449.0,2.73,243.5,RURAL,96145,millennial,10.70602078838988,351.0,8323.0,98.0,9,Premium Dining Market,Wings-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38053,38053,Millington,TN,Shelby,35.33583,-89.95,25556.0,2.63,60.2,RURAL,57012,adult,-3.827193015466827,1590.0,31577.0,41.0,0,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38654,38654,Olive Branch,MS,DeSoto,34.93635,-89.82409,56449.0,2.73,243.5,RURAL,96145,millennial,10.70602078838988,351.0,8323.0,98.0,9,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38103,38103,Memphis,TN,Shelby,35.15308,-90.05518,13981.0,1.53,2115.1,SUBURBAN,89851,millennial,-0.40604074654509187,1590.0,31577.0,91.0,4,Premium Dining Market,General restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38637,38637,Horn Lake,MS,DeSoto,34.95105,-90.05004,26652.0,2.66,649.4,RURAL,57111,millennial,-1.2852327863994963,351.0,8323.0,44.0,0,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38016,38016,Cordova,TN,Shelby,35.17956,-89.76046,46394.0,2.49,940.8,RURAL,72749,millennial,0.23549746138057684,1590.0,31577.0,83.0,4,Premium Dining Market,Wings-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38103,38103,Memphis,TN,Shelby,35.15308,-90.05518,13981.0,1.53,2115.1,SUBURBAN,89851,millennial,-0.40604074654509187,1590.0,31577.0,91.0,4,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38671,38671,Southaven,MS,DeSoto,34.96376,-89.99567,37288.0,2.61,648.3,RURAL,58854,millennial,1.8102389078498295,351.0,8323.0,83.0,0,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38671,38671,Southaven,MS,DeSoto,34.96376,-89.99567,37288.0,2.61,648.3,RURAL,58854,millennial,1.8102389078498295,351.0,8323.0,83.0,0,Social Dining Market,Seafood-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38127,38127,Memphis,TN,Shelby,35.23795,-90.01753,40565.0,2.89,404.3,RURAL,34781,millennial,-9.74122777740694,1590.0,31577.0,29.0,3,Family Value Market,Beverage-led restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38116,38116,Memphis,TN,Shelby,35.03213,-90.01001,40212.0,2.61,787.7,RURAL,42354,millennial,-0.5785491766800178,1590.0,31577.0,70.0,8,Social Dining Market,Asian cuisine restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38002,38002,Arlington,TN,Shelby,35.28854,-89.70926,42797.0,2.86,145.7,RURAL,109364,adult,5.297214841058951,1590.0,31577.0,59.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Chicken-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38114,38114,Memphis,TN,Shelby,35.09648,-89.98596,22112.0,2.2,1031.6,SUBURBAN,29492,adult,-16.545893719806763,1590.0,31577.0,19.0,3,Family Value Market,Wings-focused restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
72370,72370,Osceola,AR,Mississippi,35.68443,-90.07734,7265.0,2.73,22.4,RURAL,43949,millennial,-7.8980730223123725,66.0,932.0,4.0,11,Healthy Lifestyle Market,Mexican cuisine restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38017,38017,Collierville,TN,Shelby,35.06722,-89.65347,55570.0,2.83,267.7,RURAL,131354,adult,3.716008137516565,1590.0,31577.0,74.0,9,Premium Dining Market,Fast-service restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38668,38668,Senatobia,MS,Tate,34.60109,-89.92505,14076.0,2.51,35.6,RURAL,67077,millennial,-0.4526166902404526,44.0,560.0,16.0,5,Social Dining Market,Beverage-led restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38115,38115,Memphis,TN,Shelby,35.05499,-89.86362,36574.0,2.25,1731.5,SUBURBAN,39176,young,-11.693266050172635,1590.0,31577.0,65.0,8,Social Dining Market,Mexican cuisine restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38103,38103,Memphis,TN,Shelby,35.15308,-90.05518,13981.0,1.53,2115.1,SUBURBAN,89851,millennial,-0.40604074654509187,1590.0,31577.0,91.0,4,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
72370,72370,Osceola,AR,Mississippi,35.68443,-90.07734,7265.0,2.73,22.4,RURAL,43949,millennial,-7.8980730223123725,66.0,932.0,4.0,11,Healthy Lifestyle Market,Health-oriented restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
72396,72396,Wynne,AR,Cross,35.22966,-90.83559,12771.0,2.53,20.3,RURAL,51644,adult,-1.3136542771037787,24.0,341.0,13.0,11,Healthy Lifestyle Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38053,38053,Millington,TN,Shelby,35.33583,-89.95,25556.0,2.63,60.2,RURAL,57012,adult,-3.827193015466827,1590.0,31577.0,41.0,0,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38016,38016,Cordova,TN,Shelby,35.17956,-89.76046,46394.0,2.49,940.8,RURAL,72749,millennial,0.23549746138057684,1590.0,31577.0,83.0,4,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Chicken-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38118,38118,Memphis,TN,Shelby,35.03655,-89.93021,39373.0,2.97,495.6,RURAL,41830,young,1.0263515767326097,1590.0,31577.0,54.0,8,Social Dining Market,Wings-focused restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38141,38141,Memphis,TN,Shelby,35.01599,-89.85472,23123.0,2.91,1184.3,SUBURBAN,67584,millennial,4.110760918505178,1590.0,31577.0,20.0,5,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38016,38016,Cordova,TN,Shelby,35.17956,-89.76046,46394.0,2.49,940.8,RURAL,72749,millennial,0.23549746138057684,1590.0,31577.0,83.0,4,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38018,38018,Cordova,TN,Shelby,35.13781,-89.76647,38338.0,2.71,797.3,RURAL,82355,millennial,2.837982832618026,1590.0,31577.0,82.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38671,38671,Southaven,MS,DeSoto,34.96376,-89.99567,37288.0,2.61,648.3,RURAL,58854,millennial,1.8102389078498295,351.0,8323.0,83.0,0,Social Dining Market,Beverage-led restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38104,38104,Memphis,TN,Shelby,35.13253,-90.00435,23408.0,1.76,1764.8,SUBURBAN,53351,millennial,-0.7883360176316013,1590.0,31577.0,112.0,0,Social Dining Market,Health-oriented restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38632,38632,Hernando,MS,DeSoto,34.79973,-90.00629,29491.0,2.69,74.7,RURAL,80956,millennial,9.864769213575233,351.0,8323.0,28.0,5,Social Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38118,38118,Memphis,TN,Shelby,35.03655,-89.93021,39373.0,2.97,495.6,RURAL,41830,young,1.0263515767326097,1590.0,31577.0,54.0,8,Social Dining Market,Health-oriented restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38127,38127,Memphis,TN,Shelby,35.23795,-90.01753,40565.0,2.89,404.3,RURAL,34781,millennial,-9.74122777740694,1590.0,31577.0,29.0,3,Family Value Market,Mexican cuisine restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38133,38133,Memphis,TN,Shelby,35.21292,-89.79474,21383.0,2.69,632.7,RURAL,74775,millennial,0.3519804768162193,1590.0,31577.0,85.0,9,Premium Dining Market,Mexican cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38018,38018,Cordova,TN,Shelby,35.13781,-89.76647,38338.0,2.71,797.3,RURAL,82355,millennial,2.837982832618026,1590.0,31577.0,82.0,9,Premium Dining Market,Asian cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38016,38016,Cordova,TN,Shelby,35.17956,-89.76046,46394.0,2.49,940.8,RURAL,72749,millennial,0.23549746138057684,1590.0,31577.0,83.0,4,Premium Dining Market,General restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38018,38018,Cordova,TN,Shelby,35.13781,-89.76647,38338.0,2.71,797.3,RURAL,82355,millennial,2.837982832618026,1590.0,31577.0,82.0,9,Premium Dining Market,Fast-service restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38018,38018,Cordova,TN,Shelby,35.13781,-89.76647,38338.0,2.71,797.3,RURAL,82355,millennial,2.837982832618026,1590.0,31577.0,82.0,9,Premium Dining Market,Wings-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38119,38119,Memphis,TN,Shelby,35.07986,-89.84593,22990.0,2.31,1027.6,SUBURBAN,92500,adult,-2.1327316844749054,1590.0,31577.0,63.0,4,Premium Dining Market,Fast-service restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38117,38117,Memphis,TN,Shelby,35.11504,-89.90551,26430.0,2.29,1059.9,SUBURBAN,91680,adult,0.6627056672760512,1590.0,31577.0,84.0,4,Premium Dining Market,General restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38017,38017,Collierville,TN,Shelby,35.06722,-89.65347,55570.0,2.83,267.7,RURAL,131354,adult,3.716008137516565,1590.0,31577.0,74.0,9,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38138,38138,Germantown,TN,Shelby,35.08477,-89.7993,25465.0,2.52,819.5,RURAL,122627,adult,2.5326139474955713,1590.0,31577.0,82.0,4,Premium Dining Market,Chicken-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38002,38002,Arlington,TN,Shelby,35.28854,-89.70926,42797.0,2.86,145.7,RURAL,109364,adult,5.297214841058951,1590.0,31577.0,59.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38104,38104,Memphis,TN,Shelby,35.13253,-90.00435,23408.0,1.76,1764.8,SUBURBAN,53351,millennial,-0.7883360176316013,1590.0,31577.0,112.0,0,Social Dining Market,Asian cuisine restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38671,38671,Southaven,MS,DeSoto,34.96376,-89.99567,37288.0,2.61,648.3,RURAL,58854,millennial,1.8102389078498295,351.0,8323.0,83.0,0,Social Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38117,38117,Memphis,TN,Shelby,35.11504,-89.90551,26430.0,2.29,1059.9,SUBURBAN,91680,adult,0.6627056672760512,1590.0,31577.0,84.0,4,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38654,38654,Olive Branch,MS,DeSoto,34.93635,-89.82409,56449.0,2.73,243.5,RURAL,96145,millennial,10.70602078838988,351.0,8323.0,98.0,9,Premium Dining Market,Fast-service restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38119,38119,Memphis,TN,Shelby,35.07986,-89.84593,22990.0,2.31,1027.6,SUBURBAN,92500,adult,-2.1327316844749054,1590.0,31577.0,63.0,4,Premium Dining Market,Asian cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38128,38128,Memphis,TN,Shelby,35.22623,-89.92612,44400.0,2.78,688.7,RURAL,40497,millennial,-1.9975720119192142,1590.0,31577.0,43.0,8,Social Dining Market,Beverage-led restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38125,38125,Memphis,TN,Shelby,35.02537,-89.78936,43305.0,2.8,875.1,RURAL,80116,millennial,16.983629585607,1590.0,31577.0,50.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38103,38103,Memphis,TN,Shelby,35.15308,-90.05518,13981.0,1.53,2115.1,SUBURBAN,89851,millennial,-0.40604074654509187,1590.0,31577.0,91.0,4,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38111,38111,Memphis,TN,Shelby,35.11014,-89.94429,42322.0,2.35,1656.5,SUBURBAN,50151,millennial,-3.833306823604263,1590.0,31577.0,79.0,0,Social Dining Market,Mexican cuisine restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38116,38116,Memphis,TN,Shelby,35.03213,-90.01001,40212.0,2.61,787.7,RURAL,42354,millennial,-0.5785491766800178,1590.0,31577.0,70.0,8,Social Dining Market,Seafood-focused restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38019,38019,Covington,TN,Tipton,35.56114,-89.6304,15466.0,2.55,43.3,RURAL,57124,millennial,-2.262386248736097,70.0,1131.0,23.0,1,Premium Dining Market,Wings-focused restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38017,38017,Collierville,TN,Shelby,35.06722,-89.65347,55570.0,2.83,267.7,RURAL,131354,adult,3.716008137516565,1590.0,31577.0,74.0,9,Premium Dining Market,General restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38125,38125,Memphis,TN,Shelby,35.02537,-89.78936,43305.0,2.8,875.1,RURAL,80116,millennial,16.983629585607,1590.0,31577.0,50.0,9,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38139,38139,Germantown,TN,Shelby,35.08615,-89.75581,16627.0,2.85,730.4,RURAL,174396,adult,3.7890137328339577,1590.0,31577.0,17.0,13,Social Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38654,38654,Olive Branch,MS,DeSoto,34.93635,-89.82409,56449.0,2.73,243.5,RURAL,96145,millennial,10.70602078838988,351.0,8323.0,98.0,9,Premium Dining Market,Health-oriented restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38002,38002,Arlington,TN,Shelby,35.28854,-89.70926,42797.0,2.86,145.7,RURAL,109364,adult,5.297214841058951,1590.0,31577.0,59.0,9,Premium Dining Market,Mexican cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38109,38109,Memphis,TN,Shelby,35.0341,-90.13533,45204.0,2.7,274.5,RURAL,35018,millennial,2.5987879888331555,1590.0,31577.0,23.0,3,Family Value Market,General restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38104,38104,Memphis,TN,Shelby,35.13253,-90.00435,23408.0,1.76,1764.8,SUBURBAN,53351,millennial,-0.7883360176316013,1590.0,31577.0,112.0,0,Social Dining Market,Beverage-led restaurant,mid-market trade area,MEM_compstore_restaurants.csv
38103,38103,Memphis,TN,Shelby,35.15308,-90.05518,13981.0,1.53,2115.1,SUBURBAN,89851,millennial,-0.40604074654509187,1590.0,31577.0,91.0,4,Premium Dining Market,Beverage-led restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38116,38116,Memphis,TN,Shelby,35.03213,-90.01001,40212.0,2.61,787.7,RURAL,42354,millennial,-0.5785491766800178,1590.0,31577.0,70.0,8,Social Dining Market,Wings-focused restaurant,value-oriented trade area,MEM_compstore_restaurants.csv
38138,38138,Germantown,TN,Shelby,35.08477,-89.7993,25465.0,2.52,819.5,RURAL,122627,adult,2.5326139474955713,1590.0,31577.0,82.0,4,Premium Dining Market,General restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38018,38018,Cordova,TN,Shelby,35.13781,-89.76647,38338.0,2.71,797.3,RURAL,82355,millennial,2.837982832618026,1590.0,31577.0,82.0,9,Premium Dining Market,Asian cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38002,38002,Arlington,TN,Shelby,35.28854,-89.70926,42797.0,2.86,145.7,RURAL,109364,adult,5.297214841058951,1590.0,31577.0,59.0,9,Premium Dining Market,Wings-focused restaurant,higher-income trade area,MEM_compstore_restaurants.csv
38119,38119,Memphis,TN,Shelby,35.07986,-89.84593,22990.0,2.31,1027.6,SUBURBAN,92500,adult,-2.1327316844749054,1590.0,31577.0,63.0,4,Premium Dining Market,Mexican cuisine restaurant,higher-income trade area,MEM_compstore_restaurants.csv
